ID,Prediction
2420891.0,203.53100264852912
2631674.0,157.07423550309795
2334250.0,154.56589904654052
2954314.0,149.93662884564222
2416111.0,149.59033329198328
2100799.0,145.1098616263633
2094131.0,144.0934294771176
2132411.0,143.607439950489
2265980.0,143.60338124946452
2167698.0,142.5161813792083
2371231.0,140.94132438294943
2537221.0,139.33468606128974
2074508.0,137.23400657554774
2537931.0,136.38553195470806
2211330.0,132.08252100267055
2347623.0,127.61815092271209
2457551.0,116.34594112799752
2354427.0,113.79774766481674
2598571.0,111.08109667997917
2555917.0,106.43341110554798
2300292.0,103.94742788069954
2863255.0,102.41349866928027
2270643.0,102.33060465712668
2576905.0,101.95554761134466
2690177.0,101.55955593482454
2525607.0,101.48494925457962
2147277.0,99.62524866606108
2795043.0,98.72086790263751
2623488.0,97.96930402435186
2787549.0,97.31805380579854
2013285.0,97.01952045976398
2525111.0,96.26899359536765
2893680.0,96.13807592887636
2182146.0,95.86582125059536
2773118.0,95.65640035939629
2408956.0,95.53470106418615
2636092.0,93.6723384675299
2666167.0,93.49157501104077
2362807.0,93.48838397560507
2071348.0,93.46610988089827
2672804.0,93.09293586066187
2948017.0,92.53995202262371
2755700.0,92.0736162214842
2606487.0,91.64156746305989
2791448.0,91.6108045898234
2286776.0,91.47404840526556
2804813.0,91.34042077888776
2104922.0,90.98088949727301
2190641.0,90.77118098441954
2543974.0,90.60352028915244
2211018.0,90.2276570967972
2360005.0,90.14231888203204
2874661.0,89.63622273959021
2977453.0,89.38409055809512
2131863.0,89.25033736427955
2202953.0,88.07939426837697
2053956.0,87.74857720490866
2159715.0,86.00380843562877
2376438.0,85.92505451415374
2424684.0,85.83650206241606
2373134.0,85.04517663471287
2459486.0,84.38634404537467
2360575.0,83.88414749044674
2396141.0,83.83080377382075
2984644.0,83.34651167243757
2803046.0,83.22994384077356
2541353.0,82.72141336406591
2312246.0,82.66072766965209
2054566.0,82.14749285638919
2673100.0,81.79566848421587
2171754.0,81.74054828914566
2314158.0,81.45898717829468
2204980.0,80.88731064423212
2823737.0,80.7895954171423
2905744.0,80.78705105416105
2118124.0,80.71499398413599
2109854.0,80.59523017651253
2277905.0,80.56339730742468
2607063.0,79.10417623699513
2108746.0,79.00835624841866
2789000.0,78.93978874738627
2453216.0,77.63821519850262
2336811.0,77.38104118499257
2724544.0,76.98930190519738
2689727.0,76.91701321409133
2792348.0,76.86207090873131
2482738.0,76.79097421455947
2902258.0,76.561764157183
2495221.0,76.50254916026196
2467586.0,76.47886746520709
2406893.0,75.51346112161576
2100843.0,75.49365475990967
2338231.0,75.03188743300689
2478408.0,74.91297667518529
2616098.0,74.71544412845597
2357005.0,74.68997385879402
2507735.0,74.51709757492179
2846642.0,74.33145754788683
2776905.0,74.1629023330405
2931032.0,74.05041225304984
2501825.0,73.80170746875385
2605012.0,73.76378309791559
2867535.0,73.5329153541037
2854744.0,73.32043508093531
2267364.0,73.15155522224134
2369417.0,73.06113275444378
2471245.0,72.90245816823497
2460925.0,72.73730605370588
2972807.0,71.88356811068218
2839886.0,71.64136621536602
2747497.0,71.61757381208903
2601972.0,71.54771123834735
2318017.0,71.33947627957596
2401876.0,71.16546636475053
2024256.0,70.9273016275013
2996882.0,70.54615040566102
2633425.0,70.46976769903793
2476796.0,70.32587320080862
2214394.0,69.97600962152981
2416120.0,69.73846416205129
2113902.0,69.23241065777833
2474554.0,69.22424962551517
2560716.0,69.03733011113778
2868989.0,68.83925335553768
2254277.0,67.62149018971732
2867207.0,67.24188938501129
2725484.0,66.95997662653636
2070274.0,66.82353315036642
2110795.0,66.52387472719269
2520650.0,66.50581353465097
2303271.0,66.38496333021982
2367404.0,66.35252645216654
2380046.0,66.33801619097645
2326946.0,66.19449124955284
2152656.0,66.19357781480304
2790059.0,66.07745245726491
2606516.0,65.96545633098106
2590106.0,65.94676401204032
2478471.0,65.81931959758825
2995322.0,64.88537237981139
2911057.0,64.7347181727753
2081313.0,64.27863817716505
2337555.0,62.748818992845706
2951146.0,62.71912382677412
2890966.0,62.34022759036504
2193698.0,62.25302170757569
2311970.0,62.22179396048831
2018876.0,62.20429223749595
2168878.0,62.17194808733651
2325622.0,61.90034050453007
2433854.0,61.81106314556235
2191958.0,61.62191635655986
2212203.0,61.37211115313871
2566424.0,61.32747981900305
2817980.0,61.28498295715304
2057890.0,61.23643967620331
2867440.0,61.13655943755571
2849278.0,60.71074305186173
2172677.0,60.686328549193924
2021700.0,60.500447077462816
2695639.0,60.404620815857356
2965340.0,60.314443375096765
2366484.0,60.194807854716366
2806314.0,59.65895706839287
2784271.0,59.22757126702489
2405137.0,59.213849923150576
2267988.0,59.13885755097804
2706200.0,59.135148264953635
2576042.0,58.949894446273255
2086764.0,58.92676743442206
2269916.0,58.77831828739867
2300950.0,58.74245776826068
2244721.0,58.72834168456358
2314477.0,58.183133786413414
2707868.0,58.11058454717992
2201687.0,58.032739023183005
2153783.0,58.01265815064377
2395419.0,58.00264130693336
2700002.0,57.57652608780345
2348013.0,57.35878109100787
2650642.0,57.34578982050689
2384891.0,57.34212663141947
2021097.0,57.24427769382951
2165446.0,57.21517499698677
2025991.0,57.00697595544546
2175839.0,56.93854081482721
2791143.0,56.78554871663613
2655753.0,56.59027580579159
2059411.0,56.563118538044776
2109776.0,56.34070062768736
2270794.0,56.02981446944011
2137571.0,55.83205936825679
2134771.0,55.570064197418816
2397885.0,55.5030680030714
2243483.0,55.47267509011055
2289853.0,55.26094015899957
2853395.0,55.133914813938105
2489738.0,54.7584673352525
2739270.0,54.6894252719375
2477697.0,54.566906939571275
2225070.0,54.29981052287007
2920317.0,54.25396825691241
2486288.0,53.97387204406338
2710731.0,53.56756053242697
2135360.0,53.53815140752308
2389292.0,53.51566743826744
2078268.0,53.457992020536864
2498519.0,53.302278268114655
2441536.0,53.19297823732666
2139650.0,53.05440082895982
2137211.0,53.02723370902727
2488682.0,53.00667312827743
2913478.0,52.89095066170825
2414936.0,52.81420510193558
2452976.0,52.67600087801789
2707043.0,52.5275174471242
2331035.0,52.3241100721882
2778339.0,52.121267915507524
2187947.0,51.65945169191412
2133953.0,51.65844690812333
2461417.0,51.508469787018065
2951073.0,51.43780229449375
2257606.0,51.42620862484284
2255257.0,51.0780422005627
2990981.0,51.05390464330272
2784374.0,51.00040428066172
2263164.0,50.982354766748124
2801991.0,50.896580160022864
2655021.0,50.836855914742834
2710909.0,50.71041156109888
2691485.0,50.68786960560458
2998313.0,50.58039343005124
2822463.0,50.52620737673872
2781581.0,50.4224881402434
2455341.0,50.38041642435512
2580314.0,50.213326358642966
2490791.0,50.20461026917028
2223801.0,50.11861484708316
