ID,ProbContact,ProbNoContact,AmtContact,AmtNoContact,Uplift
2371231.0,0.7917098445595855,0.1672278736752561,27896.41358414463,27901.36356375681,17419.979561065735
2074508.0,0.7917098445595855,0.1672278736752561,27896.06631214436,27901.01629175654,17419.762695962578
2347623.0,0.7419354838709677,0.182350913478111,25142.729153587232,25147.67913319941,14068.580658610088
2954314.0,0.7917098445595855,0.3025861264120997,27942.50320876482,27947.453188377,13665.843268662435
2598571.0,0.7917098445595855,0.182350913478111,22329.432631429878,22334.38261104205,13605.736566639927
2167698.0,0.7419354838709677,0.2553610503282276,27909.196407595107,27914.146387207285,13578.6374006658
2631674.0,0.7419354838709677,0.3025861264120997,27946.50726127077,27951.457240882948,12276.782213302235
2416111.0,0.7419354838709677,0.3025861264120997,27904.436214556157,27909.38619416833,12258.298325960548
2100799.0,0.7419354838709677,0.3025861264120997,27899.1839379149,27904.13391752708,12255.990741593014
2863255.0,0.7917098445595855,0.1672278736752561,19585.53896517054,19590.48894478272,12229.988199236248
2270643.0,0.7917098445595855,0.1672278736752561,19584.86436870323,19589.81434831541,12229.56692590479
2525607.0,0.7917098445595855,0.1672278736752561,19544.830937326176,19549.780916938354,12204.566769777186
2787549.0,0.7917098445595855,0.1672278736752561,19540.659924321997,19545.60990393417,12201.962047355752
2623488.0,0.7419354838709677,0.182350913478111,19545.40392624228,19550.353905854456,10936.403825917165
2104922.0,0.7917098445595855,0.1672278736752561,16816.669166105243,16821.61914571742,10500.878929993854
2376438.0,0.7917098445595855,0.1672278736752561,16772.24673474746,16777.196714359638,10473.137922508071
2071348.0,0.7917098445595855,0.2059957173447537,16773.510875705306,16778.460855317484,9823.462608291169
2132411.0,0.7917098445595855,0.4054895302773061,25153.331064217586,25158.28104382976,9712.720263960513
2354427.0,0.7917098445595855,0.3025861264120997,19587.32585025217,19592.275829864357,9579.127853285036
2555917.0,0.7419354838709677,0.2553610503282276,19587.381945867903,19592.33192548008,9529.455242903103
2334250.0,0.7419354838709677,0.4054895302773061,27917.39244963878,27922.34242925096,9390.686559659387
2265980.0,0.4967490247074122,0.1672278736752561,27920.386029394704,27925.33600900688,9199.529967102993
2537221.0,0.509656652360515,0.182350913478111,27910.73706848086,27915.68704809304,9134.441785647654
2537931.0,0.5008665511265165,0.182350913478111,27889.29447417761,27894.24445378979,8882.273779702853
2902258.0,0.7917098445595855,0.1672278736752561,14021.624008106954,14026.573987719132,8755.42362101638
2846642.0,0.7917098445595855,0.1672278736752561,14002.286685487985,14007.236665100165,8743.34781167566
2336811.0,0.7917098445595855,0.1672278736752561,13996.3365793259,14001.28655893808,8739.63207765259
2100843.0,0.7917098445595855,0.1672278736752561,13979.553544147424,13984.503523759602,8729.151374766916
2601972.0,0.7917098445595855,0.1672278736752561,13977.758561148805,13982.708540760985,8728.030440246233
2633425.0,0.7917098445595855,0.1672278736752561,13968.417037959862,13973.36701757204,8722.196827434142
2471245.0,0.7917098445595855,0.182350913478111,13988.812571344532,13993.76255095671,8523.305242269618
2420891.0,0.7419354838709677,0.4054895302773061,25276.08390058037,25281.03388019255,8502.028986136333
2792348.0,0.7419354838709677,0.182350913478111,14021.877923157715,14026.827902769895,7845.523900427314
2478408.0,0.7419354838709677,0.182350913478111,14004.4710920775,14009.42107168968,7835.78330633539
2776905.0,0.7419354838709677,0.182350913478111,13999.318828787476,14004.268808399656,7832.9001792956915
2931032.0,0.7419354838709677,0.182350913478111,13998.590366242586,14003.540345854766,7832.492542895461
2318017.0,0.7419354838709677,0.182350913478111,13974.864925862948,13979.814905475125,7819.216152533241
2109854.0,0.7917098445595855,0.2553610503282276,14024.144685894473,14029.094665506653,7520.569060412737
2277905.0,0.7917098445595855,0.2553610503282276,14023.973190193798,14028.923169805976,7520.477078900463
2254277.0,0.7917098445595855,0.1672278736752561,11242.365499864763,11247.315479476943,7019.826790192256
2790059.0,0.7917098445595855,0.1672278736752561,11228.899110945296,11233.849090557474,7011.417273099133
2191958.0,0.7917098445595855,0.1672278736752561,11222.380095830344,11227.330075442524,7007.346265691922
